league_id,team_id,league,team,total_points,overall_effectivity,overall_ineffectuality,avg_points_per_match,total_matches,total_wins,total_draws,total_loses,win_pct,draw_pct,lose_pct,total_goals,total_goals_conceded,total_goals_difference,avg_goal_per_match,avg_goal_against_per_match,home,away,total_home_wins,total_home_draws,total_home_loses,total_away_wins,total_away_draws,total_away_loses,avg_home_win,avg_home_draw,avg_home_lose,avg_away_win,avg_away_draw,avg_away_lose,prop_home_win,prop_away_win,prop_home_draw,prop_away_draw,prop_home_lose,prop_away_lose,total_home_goals,total_home_goals_conceded,total_away_goals,total_away_goals_conceded,prop_home_goals,prop_away_goals,prop_home_goals_recv,prop_away_goals_recv,avg_home_goals_per_match,avg_away_goals_per_match
13274,9908,Netherlands Eredivisie,FC Utrecht,385,64.3382352941177,35.6617647058824,1,272,105,70,97,38.6029411764706,25.7352941176471,35.6617647058824,408,402,6,1,1,136,136,69,37,30,36,33,67,65.7142857142857,52.8571428571429,30.9278350515464,34.2857142857143,47.1428571428571,69.0721649484536,50.7352941176471,26.4705882352941,27.2058823529412,24.2647058823529,22.0588235294118,49.2647058823529,245,175,163,227,60.0490196078431,39.9509803921569,43.5323383084577,56.4676616915423,1.0,1.0
7809,9905,Germany 1. Bundesliga,1. FSV Mainz 05,329,64.2857142857143,35.7142857142857,1,238,88,65,85,36.9747899159664,27.3109243697479,35.7142857142857,320,319,1,1,1,119,119,55,29,35,33,36,50,62.5,44.6153846153846,41.1764705882353,37.5,55.3846153846154,58.8235294117647,46.218487394958,27.7310924369748,24.3697478991597,30.2521008403361,29.4117647058824,42.0168067226891,171,129,149,190,53.4375,46.5625,40.4388714733542,59.5611285266458,1.0,1.0
21518,8315,Spain LIGA BBVA,Athletic Club de Bilbao,437,63.4868421052632,36.5131578947368,1,304,122,71,111,40.1315789473684,23.3552631578947,36.5131578947368,415,412,3,1,1,152,152,80,31,41,42,40,70,65.5737704918033,43.6619718309859,36.9369369369369,34.4262295081967,56.3380281690141,63.0630630630631,52.6315789473684,27.6315789473684,20.3947368421053,26.3157894736842,26.9736842105263,46.0526315789474,250,176,165,236,60.2409638554217,39.7590361445783,42.7184466019417,57.2815533980583,1.0,1.0
4769,9941,France Ligue 1,Toulouse FC,399,63.4868421052632,36.5131578947368,1,304,103,90,111,33.8815789473684,29.6052631578947,36.5131578947368,339,352,-13,1,1,152,152,62,50,40,41,40,71,60.1941747572816,55.5555555555556,36.036036036036,39.8058252427184,44.4444444444444,63.963963963964,40.7894736842105,26.9736842105263,32.8947368421053,26.3157894736842,26.3157894736842,46.7105263157895,194,150,145,202,57.2271386430678,42.7728613569322,42.6136363636364,57.3863636363636,1.0,0.0
10257,8600,Italy Serie A,Udinese,421,63.2450331125828,36.7549668874172,1,302,115,76,111,38.0794701986755,25.1655629139073,36.7549668874172,415,404,11,1,1,151,151,77,37,37,38,39,74,66.9565217391304,48.6842105263158,33.3333333333333,33.0434782608696,51.3157894736842,66.6666666666667,50.9933774834437,25.1655629139073,24.5033112582781,25.8278145695364,24.5033112582781,49.0066225165563,236,169,179,235,56.8674698795181,43.1325301204819,41.8316831683168,58.1683168316832,1.0,1.0
10257,8534,Italy Serie A,Empoli,88,63.1578947368421,36.8421052631579,1,76,20,28,28,26.3157894736842,36.8421052631579,36.8421052631579,86,101,-15,1,1,38,38,13,14,11,7,14,17,65.0,50.0,39.2857142857143,35.0,50.0,60.7142857142857,34.2105263157895,18.4210526315789,36.8421052631579,36.8421052631579,28.9473684210526,44.7368421052632,48,42,38,59,55.8139534883721,44.1860465116279,41.5841584158416,58.4158415841584,1.0,1.0
4769,8121,France Ligue 1,Angers SCO,50,63.1578947368421,36.8421052631579,1,38,13,11,14,34.2105263157895,28.9473684210526,36.8421052631579,40,38,2,1,1,19,19,6,8,5,7,3,9,46.1538461538462,72.7272727272727,35.7142857142857,53.8461538461538,27.2727272727273,64.2857142857143,31.5789473684211,36.8421052631579,42.1052631578947,15.7894736842105,26.3157894736842,47.3684210526316,20,15,20,23,50.0,50.0,39.4736842105263,60.5263157894737,1.0,1.0
7809,9788,Germany 1. Bundesliga,Borussia Mönchengladbach,389,62.8676470588235,37.1323529411765,1,272,109,62,101,40.0735294117647,22.7941176470588,37.1323529411765,403,379,24,1,1,136,136,71,31,34,38,31,67,65.1376146788991,50.0,33.6633663366337,34.8623853211009,50.0,66.3366336633663,52.2058823529412,27.9411764705882,22.7941176470588,22.7941176470588,25.0,49.2647058823529,242,159,161,220,60.0496277915633,39.9503722084367,41.9525065963061,58.0474934036939,1.0,1.0
13274,8674,Netherlands Eredivisie,FC Groningen,389,62.8676470588235,37.1323529411765,1,272,109,62,101,40.0735294117647,22.7941176470588,37.1323529411765,390,403,-13,1,1,136,136,72,31,33,37,31,68,66.0550458715596,50.0,32.6732673267327,33.9449541284404,50.0,67.3267326732673,52.9411764705882,27.2058823529412,22.7941176470588,22.7941176470588,24.2647058823529,50.0,225,154,165,249,57.6923076923077,42.3076923076923,38.2133995037221,61.7866004962779,1.0,1.0
21518,8560,Spain LIGA BBVA,Real Sociedad,311,62.719298245614,37.280701754386,1,228,84,59,85,36.8421052631579,25.8771929824561,37.280701754386,316,321,-5,1,1,114,114,57,29,28,27,30,57,67.8571428571429,49.1525423728814,32.9411764705882,32.1428571428571,50.8474576271186,67.0588235294118,50.0,23.6842105263158,25.4385964912281,26.3157894736842,24.5614035087719,50.0,186,120,130,201,58.8607594936709,41.1392405063291,37.3831775700935,62.6168224299065,1.0,1.0
10257,9882,Italy Serie A,Sampdoria,333,62.0300751879699,37.9699248120301,1,266,84,81,101,31.5789473684211,30.4511278195489,37.9699248120301,318,358,-40,1,1,133,133,56,42,35,28,39,66,66.6666666666667,51.8518518518519,34.6534653465347,33.3333333333333,48.1481481481481,65.3465346534653,42.1052631578947,21.0526315789474,31.5789473684211,29.3233082706767,26.3157894736842,49.6240601503759,190,143,128,215,59.748427672956,40.251572327044,39.9441340782123,60.0558659217877,1.0,0.0
4769,8689,France Ligue 1,FC Lorient,382,61.8421052631579,38.1578947368421,1,304,97,91,116,31.9078947368421,29.9342105263158,38.1578947368421,378,405,-27,1,1,152,152,62,53,37,35,38,79,63.9175257731959,58.2417582417582,31.8965517241379,36.0824742268041,41.7582417582418,68.1034482758621,40.7894736842105,23.0263157894737,34.8684210526316,25.0,24.3421052631579,51.9736842105263,214,154,164,251,56.6137566137566,43.3862433862434,38.0246913580247,61.9753086419753,1.0,1.0
1729,8658,England Premier League,Birmingham City,89,61.8421052631579,38.1578947368421,1,76,21,26,29,27.6315789473684,34.2105263157895,38.1578947368421,75,105,-30,0,1,38,38,14,17,7,7,9,22,66.6666666666667,65.3846153846154,24.1379310344828,33.3333333333333,34.6153846153846,75.8620689655172,36.8421052631579,18.4210526315789,44.7368421052632,23.6842105263158,18.4210526315789,57.8947368421053,38,35,37,70,50.6666666666667,49.3333333333333,33.3333333333333,66.6666666666667,1.0,0.0
4769,9831,France Ligue 1,OGC Nice,399,61.5131578947368,38.4868421052632,1,304,106,81,117,34.8684210526316,26.6447368421053,38.4868421052632,342,376,-34,1,1,152,152,69,42,41,37,39,76,65.0943396226415,51.8518518518519,35.042735042735,34.9056603773585,48.1481481481481,64.957264957265,45.3947368421053,24.3421052631579,27.6315789473684,25.6578947368421,26.9736842105263,50.0,198,150,144,226,57.8947368421053,42.1052631578947,39.8936170212766,60.1063829787234,1.0,0.0
10257,7943,Italy Serie A,Sassuolo,144,61.4035087719298,38.5964912280702,1,114,37,33,44,32.4561403508772,28.9473684210526,38.5964912280702,141,169,-28,1,1,57,57,20,18,19,17,15,25,54.0540540540541,54.5454545454545,43.1818181818182,45.9459459459459,45.4545454545455,56.8181818181818,35.0877192982456,29.8245614035088,31.5789473684211,26.3157894736842,33.3333333333333,43.859649122807,73,81,68,88,51.7730496453901,48.2269503546099,47.9289940828402,52.0710059171598,1.0,1.0
10257,10233,Italy Serie A,Genoa,397,61.2582781456954,38.7417218543046,1,302,106,79,117,35.0993377483444,26.158940397351,38.7417218543046,392,411,-19,1,1,151,151,74,39,38,32,40,79,69.811320754717,49.3670886075949,32.4786324786325,30.188679245283,50.6329113924051,67.5213675213675,49.0066225165563,21.1920529801325,25.8278145695364,26.4900662251656,25.1655629139073,52.317880794702,249,184,143,227,63.5204081632653,36.4795918367347,44.7688564476886,55.2311435523114,1.0,0.0
10257,9804,Italy Serie A,Torino,230,61.0526315789474,38.9473684210526,1,190,57,59,74,30.0,31.0526315789474,38.9473684210526,241,264,-23,1,1,95,95,36,29,30,21,30,44,63.1578947368421,49.1525423728814,40.5405405405405,36.8421052631579,50.8474576271186,59.4594594594595,37.8947368421053,22.1052631578947,30.5263157894737,31.5789473684211,31.5789473684211,46.3157894736842,125,110,116,154,51.8672199170124,48.1327800829876,41.6666666666667,58.3333333333333,1.0,1.0
7809,8697,Germany 1. Bundesliga,SV Werder Bremen,343,60.6617647058823,39.3382352941176,1,272,89,76,107,32.7205882352941,27.9411764705882,39.3382352941176,423,471,-48,1,1,136,136,56,40,40,33,36,67,62.9213483146067,52.6315789473684,37.3831775700935,37.0786516853933,47.3684210526316,62.6168224299065,41.1764705882353,24.2647058823529,29.4117647058824,26.4705882352941,29.4117647058824,49.2647058823529,230,203,193,268,54.3735224586288,45.6264775413712,43.0997876857749,56.9002123142251,1.0,1.0
10257,10167,Italy Serie A,Parma,285,60.6194690265487,39.3805309734513,1,226,74,63,89,32.7433628318584,27.8761061946903,39.3805309734513,272,315,-43,1,1,113,113,50,32,31,24,31,58,67.5675675675676,50.7936507936508,34.8314606741573,32.4324324324324,49.2063492063492,65.1685393258427,44.2477876106195,21.2389380530973,28.3185840707965,27.4336283185841,27.4336283185841,51.3274336283186,151,114,121,201,55.5147058823529,44.4852941176471,36.1904761904762,63.8095238095238,1.0,1.0
21518,9864,Spain LIGA BBVA,Málaga CF,396,60.5263157894737,39.4736842105263,1,304,106,78,120,34.8684210526316,25.6578947368421,39.4736842105263,377,407,-30,1,1,152,152,67,40,45,39,38,75,63.2075471698113,51.2820512820513,37.5,36.7924528301887,48.7179487179487,62.5,44.0789473684211,25.6578947368421,26.3157894736842,25.0,29.6052631578947,49.3421052631579,222,168,155,239,58.8859416445623,41.1140583554377,41.2776412776413,58.7223587223587,1.0,1.0
1729,10194,England Premier League,Stoke City,380,60.5263157894737,39.4736842105263,1,304,98,86,120,32.2368421052632,28.2894736842105,39.4736842105263,322,401,-79,1,1,152,152,69,43,40,29,43,80,70.4081632653061,50.0,33.3333333333333,29.5918367346939,50.0,66.6666666666667,45.3947368421053,19.0789473684211,28.2894736842105,28.2894736842105,26.3157894736842,52.6315789473684,204,159,118,242,63.3540372670807,36.6459627329193,39.6508728179551,60.3491271820449,1.0,0.0
13274,6413,Netherlands Eredivisie,PEC Zwolle,180,60.2941176470588,39.7058823529412,1,136,49,33,54,36.0294117647059,24.2647058823529,39.7058823529412,204,201,3,1,1,68,68,31,17,20,18,16,34,63.265306122449,51.5151515151515,37.037037037037,36.734693877551,48.4848484848485,62.962962962963,45.5882352941176,26.4705882352941,25.0,23.5294117647059,29.4117647058824,50.0,124,91,80,110,60.7843137254902,39.2156862745098,45.273631840796,54.726368159204,1.0,1.0
1729,10003,England Premier League,Swansea City,238,60.0,40.0,1,190,62,52,76,32.6315789473684,27.3684210526316,40.0,233,257,-24,1,1,95,95,37,31,27,25,21,49,59.6774193548387,59.6153846153846,35.5263157894737,40.3225806451613,40.3846153846154,64.4736842105263,38.9473684210526,26.3157894736842,32.6315789473684,22.1052631578947,28.4210526315789,51.5789473684211,135,112,98,145,57.9399141630901,42.0600858369099,43.579766536965,56.420233463035,1.0,1.0
7809,8226,Germany 1. Bundesliga,TSG 1899 Hoffenheim,337,59.9264705882353,40.0735294117647,1,272,87,76,109,31.9852941176471,27.9411764705882,40.0735294117647,400,434,-34,1,1,136,136,52,44,40,35,32,69,59.7701149425287,57.8947368421053,36.697247706422,40.2298850574713,42.1052631578947,63.302752293578,38.2352941176471,25.7352941176471,32.3529411764706,23.5294117647059,29.4117647058824,50.7352941176471,222,188,178,246,55.5,44.5,43.3179723502304,56.6820276497696,1.0,1.0
10257,8540,Italy Serie A,Palermo,341,59.7744360902256,40.2255639097744,1,266,91,68,107,34.2105263157895,25.5639097744361,40.2255639097744,351,396,-45,1,1,133,133,67,30,36,24,38,71,73.6263736263736,44.1176470588235,33.6448598130841,26.3736263736264,55.8823529411765,66.3551401869159,50.3759398496241,18.0451127819549,22.5563909774436,28.5714285714286,27.0676691729323,53.3834586466165,225,178,126,218,64.1025641025641,35.8974358974359,44.9494949494949,55.0505050505051,1.0,0.0
21518,9783,Spain LIGA BBVA,RC Deportivo de La Coruña,260,59.6491228070175,40.3508771929825,1,228,62,74,92,27.1929824561403,32.4561403508772,40.3508771929825,241,334,-93,1,1,114,114,42,35,37,20,39,55,67.741935483871,47.2972972972973,40.2173913043478,32.258064516129,52.7027027027027,59.7826086956522,36.8421052631579,17.5438596491228,30.7017543859649,34.2105263157895,32.4561403508772,48.2456140350877,144,148,97,186,59.7510373443983,40.2489626556017,44.311377245509,55.688622754491,1.0,0.0
7809,10269,Germany 1. Bundesliga,VfB Stuttgart,358,58.8235294117647,41.1764705882353,1,272,99,61,112,36.3970588235294,22.4264705882353,41.1764705882353,415,441,-26,1,1,136,136,58,26,52,41,35,60,58.5858585858586,42.6229508196721,46.4285714285714,41.4141414141414,57.3770491803279,53.5714285714286,42.6470588235294,30.1470588235294,19.1176470588235,25.7352941176471,38.2352941176471,44.1176470588235,219,195,196,246,52.7710843373494,47.2289156626506,44.2176870748299,55.7823129251701,1.0,1.0
13274,8464,Netherlands Eredivisie,N.E.C.,276,58.8235294117647,41.1764705882353,1,238,68,72,98,28.5714285714286,30.2521008403361,41.1764705882353,310,390,-80,1,1,119,119,44,36,39,24,36,59,64.7058823529412,50.0,39.7959183673469,35.2941176470588,50.0,60.2040816326531,36.9747899159664,20.1680672268908,30.2521008403361,30.2521008403361,32.7731092436975,49.5798319327731,174,174,136,216,56.1290322580645,43.8709677419355,44.6153846153846,55.3846153846154,1.0,1.0
7809,9912,Germany 1. Bundesliga,DSC Arminia Bielefeld,28,58.8235294117647,41.1764705882353,1,34,4,16,14,11.7647058823529,47.0588235294118,41.1764705882353,29,56,-27,0,1,17,17,2,8,7,2,8,7,50.0,50.0,50.0,50.0,50.0,50.0,11.7647058823529,11.7647058823529,47.0588235294118,47.0588235294118,41.1764705882353,41.1764705882353,16,26,13,30,55.1724137931034,44.8275862068966,46.4285714285714,53.5714285714286,0.0,0.0
7809,8406,Germany 1. Bundesliga,FC Augsburg,210,58.8235294117647,41.1764705882353,1,170,55,45,70,32.3529411764706,26.4705882352941,41.1764705882353,201,242,-41,1,1,85,85,32,25,28,23,20,42,58.1818181818182,55.5555555555556,40.0,41.8181818181818,44.4444444444444,60.0,37.6470588235294,27.0588235294118,29.4117647058824,23.5294117647059,32.9411764705882,49.4117647058824,112,111,89,131,55.7213930348259,44.2786069651741,45.8677685950413,54.1322314049587,1.0,1.0
7809,8234,Germany 1. Bundesliga,FC Ingolstadt 04,40,58.8235294117647,41.1764705882353,1,34,10,10,14,29.4117647058824,29.4117647058824,41.1764705882353,33,42,-9,0,1,17,17,7,5,5,3,5,9,70.0,50.0,35.7142857142857,30.0,50.0,64.2857142857143,41.1764705882353,17.6470588235294,29.4117647058824,29.4117647058824,29.4117647058824,52.9411764705882,22,18,11,24,66.6666666666667,33.3333333333333,42.8571428571429,57.1428571428571,1.0,0.0
7809,8262,Germany 1. Bundesliga,SV Darmstadt 98,38,58.8235294117647,41.1764705882353,1,34,9,11,14,26.4705882352941,32.3529411764706,41.1764705882353,38,53,-15,1,1,17,17,2,6,9,7,5,5,22.2222222222222,54.5454545454545,64.2857142857143,77.7777777777778,45.4545454545455,35.7142857142857,11.7647058823529,41.1764705882353,35.2941176470588,29.4117647058824,52.9411764705882,29.4117647058824,15,29,23,24,39.4736842105263,60.5263157894737,54.7169811320755,45.2830188679245,0.0,1.0
4769,9873,France Ligue 1,Valenciennes FC,264,58.7719298245614,41.2280701754386,1,228,65,69,94,28.5087719298246,30.2631578947368,41.2280701754386,256,301,-45,1,1,114,114,49,34,31,16,35,63,75.3846153846154,49.2753623188406,32.9787234042553,24.6153846153846,50.7246376811594,67.0212765957447,42.9824561403509,14.0350877192982,29.8245614035088,30.7017543859649,27.1929824561403,55.2631578947368,162,124,94,177,63.28125,36.71875,41.1960132890365,58.8039867109635,1.0,0.0
21518,9910,Spain LIGA BBVA,RC Celta de Vigo,197,58.5526315789474,41.4473684210526,1,152,54,35,63,35.5263157894737,23.0263157894737,41.4473684210526,184,209,-25,1,1,76,76,30,24,22,24,11,41,55.5555555555556,68.5714285714286,34.9206349206349,44.4444444444444,31.4285714285714,65.0793650793651,39.4736842105263,31.5789473684211,31.5789473684211,14.4736842105263,28.9473684210526,53.9473684210526,105,91,79,118,57.0652173913044,42.9347826086956,43.5406698564593,56.4593301435407,1.0,1.0
4769,9830,France Ligue 1,FC Nantes,179,58.5526315789474,41.4473684210526,1,152,45,44,63,29.6052631578947,28.9473684210526,41.4473684210526,135,181,-46,0,1,76,76,28,24,24,17,20,39,62.2222222222222,54.5454545454545,38.0952380952381,37.7777777777778,45.4545454545455,61.9047619047619,36.8421052631579,22.3684210526316,31.5789473684211,26.3157894736842,31.5789473684211,51.3157894736842,79,81,56,100,58.5185185185185,41.4814814814815,44.7513812154696,55.2486187845304,1.0,0.0
7809,9790,Germany 1. Bundesliga,Hamburger SV,345,58.4558823529412,41.5441176470588,1,272,93,66,113,34.1911764705882,24.2647058823529,41.5441176470588,344,421,-77,1,1,136,136,55,34,47,38,32,66,59.1397849462366,51.5151515151515,41.5929203539823,40.8602150537634,48.4848484848485,58.4070796460177,40.4411764705882,27.9411764705882,25.0,23.5294117647059,34.5588235294118,48.5294117647059,178,171,166,250,51.7441860465116,48.2558139534884,40.6175771971496,59.3824228028504,1.0,1.0
21518,8661,Spain LIGA BBVA,RCD Mallorca,245,58.4210526315789,41.5789473684211,1,190,67,44,79,35.2631578947368,23.1578947368421,41.5789473684211,238,278,-40,1,1,95,95,49,21,25,18,23,54,73.134328358209,47.7272727272727,31.6455696202532,26.865671641791,52.2727272727273,68.3544303797468,51.5789473684211,18.9473684210526,22.1052631578947,24.2105263157895,26.3157894736842,56.8421052631579,147,103,91,175,61.7647058823529,38.2352941176471,37.0503597122302,62.9496402877698,1.0,0.0
1729,9879,England Premier League,Fulham,275,58.3333333333333,41.6666666666667,1,228,71,62,95,31.140350877193,27.1929824561403,41.6666666666667,265,319,-54,1,1,114,114,52,24,38,19,38,57,73.2394366197183,38.7096774193548,40.0,26.7605633802817,61.2903225806452,60.0,45.6140350877193,16.6666666666667,21.0526315789474,33.3333333333333,33.3333333333333,50.0,173,148,92,171,65.2830188679245,34.7169811320755,46.3949843260188,53.6050156739812,1.0,0.0
10257,8530,Italy Serie A,Catania,264,58.0357142857143,41.9642857142857,1,224,67,63,94,29.9107142857143,28.125,41.9642857142857,251,308,-57,1,1,113,111,57,27,29,10,36,65,85.0746268656716,42.8571428571429,30.8510638297872,14.9253731343284,57.1428571428571,69.1489361702128,50.4424778761062,9.00900900900901,23.8938053097345,32.4324324324324,25.6637168141593,58.5585585585586,155,111,96,197,61.7529880478088,38.2470119521912,36.038961038961,63.961038961039,1.0,0.0
1729,8654,England Premier League,West Ham United,314,57.8947368421053,42.1052631578947,1,266,80,74,112,30.0751879699248,27.8195488721805,42.1052631578947,326,383,-57,1,1,133,133,55,32,46,25,42,66,68.75,43.2432432432432,41.0714285714286,31.25,56.7567567567568,58.9285714285714,41.3533834586466,18.796992481203,24.0601503759398,31.5789473684211,34.5864661654135,49.6240601503759,195,174,131,209,59.8159509202454,40.1840490797546,45.4308093994778,54.5691906005222,1.0,0.0
4769,7794,France Ligue 1,SC Bastia,190,57.8947368421053,42.1052631578947,1,152,51,37,64,33.5526315789474,24.3421052631579,42.1052631578947,165,212,-47,1,1,76,76,38,17,21,13,20,43,74.5098039215686,45.9459459459459,32.8125,25.4901960784314,54.0540540540541,67.1875,50.0,17.1052631578947,22.3684210526316,26.3157894736842,27.6315789473684,56.5789473684211,101,76,64,136,61.2121212121212,38.7878787878788,35.8490566037736,64.1509433962264,1.0,0.0
21518,8371,Spain LIGA BBVA,CA Osasuna,265,57.4561403508772,42.5438596491228,1,228,67,64,97,29.3859649122807,28.0701754385965,42.5438596491228,232,312,-80,1,1,114,114,48,35,31,19,29,66,71.6417910447761,54.6875,31.9587628865979,28.3582089552239,45.3125,68.0412371134021,42.1052631578947,16.6666666666667,30.7017543859649,25.4385964912281,27.1929824561403,57.8947368421053,137,110,95,202,59.051724137931,40.948275862069,35.2564102564103,64.7435897435897,1.0,0.0
10257,8533,Italy Serie A,Chievo Verona,348,57.4257425742574,42.5742574257426,1,303,87,87,129,28.7128712871287,28.7128712871287,42.5742574257426,285,367,-82,0,1,152,151,46,54,52,41,33,77,52.8735632183908,62.0689655172414,40.3100775193798,47.1264367816092,37.9310344827586,59.6899224806202,30.2631578947368,27.1523178807947,35.5263157894737,21.8543046357616,34.2105263157895,50.9933774834437,144,147,141,220,50.5263157894737,49.4736842105263,40.0544959128065,59.9455040871935,0.0,0.0
4769,7819,France Ligue 1,SM Caen,221,57.3684210526316,42.6315789473684,1,190,56,53,81,29.4736842105263,27.8947368421053,42.6315789473684,220,266,-46,1,1,95,95,34,24,37,22,29,44,60.7142857142857,45.2830188679245,45.679012345679,39.2857142857143,54.7169811320755,54.320987654321,35.7894736842105,23.1578947368421,25.2631578947368,30.5263157894737,38.9473684210526,46.3157894736842,109,115,111,151,49.5454545454545,50.4545454545455,43.2330827067669,56.7669172932331,1.0,1.0
4769,8481,France Ligue 1,AS Nancy-Lorraine,221,57.3684210526316,42.6315789473684,1,190,56,53,81,29.4736842105263,27.8947368421053,42.6315789473684,203,254,-51,1,1,95,95,30,29,36,26,24,45,53.5714285714286,54.7169811320755,44.4444444444444,46.4285714285714,45.2830188679245,55.5555555555556,31.5789473684211,27.3684210526316,30.5263157894737,25.2631578947368,37.8947368421053,47.3684210526316,103,116,100,138,50.7389162561576,49.2610837438424,45.6692913385827,54.3307086614173,1.0,1.0
1729,10252,England Premier League,Aston Villa,346,57.2368421052632,42.7631578947368,1,304,86,88,130,28.2894736842105,28.9473684210526,42.7631578947368,335,462,-127,1,1,152,152,45,50,57,41,38,73,52.3255813953488,56.8181818181818,43.8461538461538,47.6744186046512,43.1818181818182,56.1538461538462,29.6052631578947,26.9736842105263,32.8947368421053,25.0,37.5,48.0263157894737,179,198,156,264,53.4328358208955,46.5671641791045,42.8571428571429,57.1428571428571,1.0,1.0
7809,8358,Germany 1. Bundesliga,SC Freiburg,240,56.8627450980392,43.1372549019608,1,204,62,54,88,30.3921568627451,26.4705882352941,43.1372549019608,245,318,-73,1,1,102,102,38,26,38,24,28,50,61.2903225806452,48.1481481481481,43.1818181818182,38.7096774193548,51.8518518518519,56.8181818181818,37.2549019607843,23.5294117647059,25.4901960784314,27.4509803921569,37.2549019607843,49.0196078431373,133,140,112,178,54.2857142857143,45.7142857142857,44.0251572327044,55.9748427672956,1.0,1.0
